,positionName,companyShortName,companySize,industryField,financeStage,companyLabelList,firstType,secondType,thirdType,city,district,salary,salaryMonth,workYear,jobNature,education,positionAdvantage,latitude,longitude,neededSkills
11,美团优选-销售数据分析,美团,2000人以上,消费生活,上市公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",市场|商务类,市场|营销,商业数据分析,北京,朝阳区,12k-18k,15,3-5年,全职,大专,平台大 发展好,40.008142,116.486622,['数据分析']
12,美团优选-数据分析,美团,2000人以上,消费生活,上市公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",产品|需求|项目类,数据分析,其他数据分析,北京,朝阳区,15k-30k,15,3-5年,全职,本科,大平台 发展好,40.008142,116.486622,"['新零售', '本地生活', '数据分析']"
13,大数据分析师助理（单休）,土工干,50-150人,软件开发,未融资,[],开发|测试|运维类,数据开发,数据开发,郑州,高新区,3k-6k,0,在校/应届,全职,不限,双休，五险一金,34.801063,113.566250,"['大数据', '数据分析']"
14,数据分析师,BBGAME,150-500人,游戏,天使轮,[],产品|需求|项目类,产品经理,数据分析师,广州,天河区,10k-15k,0,1-3年,全职,大专,五险一金 年终奖金 节日礼品 餐费补贴,23.135331,113.318597,['数据分析']
0,金融数据分析师,中科聚信,50-150人,"数据服务,金融",B轮,[],开发|测试|运维类,数据开发,数据分析,青岛,崂山区,8k-15k,0,在校/应届,全职,本科,发展前景，技术创新，团队nice，薪酬福利完善,36.098016,120.471612,"['R', '金融', 'SAS', '大数据', 'Python']"
1,数据分析助理,金可国际集团-品牌眼镜事业群,500-2000人,消费生活,上市公司,[],产品|需求|项目类,数据分析,业务运营,上海,松江区,6k-7k,0,在校/应届,实习,本科,"工作环境,专业培训,五险一金,周末双休",31.144522,121.329408,"['SPSS', '数据运营', '数据分析']"
2,数据分析师-AI方向,联想集团,2000人以上,"移动互联网,数据服务",上市公司,"['五险一金', '绩效奖金', '午餐补助', '带薪年假']",开发|测试|运维类,数据开发,数据分析,北京,海淀区,10k-12k,13,1-3年,全职,本科,六险一金、带薪年假、弹性工作,40.046061,116.273572,"['数仓建模', 'Spark', '数据分析', 'MySQL']"
3,游戏数据分析师,阿里互动娱乐事业群,150-500人,"移动互联网,游戏",B轮,[],开发|测试|运维类,数据开发,数据分析,广州,海珠区,12k-20k,0,在校/应届,全职,本科,高速业务发展 大平台 游戏行业,23.102707,113.342660,"['游戏', 'Python', 'MySQL']"
4,数据分析-2021届春招,同花顺,2000人以上,"金融,电商",上市公司,"['带薪年假', '定期体检', '免费班车', '领导好']",产品|需求|项目类,数据分析,数据分析,杭州,余杭区,20k-30k,15,不限,全职,本科,百万并发 千万日活 4亿付费用户,30.291923,120.045424,"['BI', '数据分析']"
5,（高级）数据分析经理,中交兴路,500-2000人,"消费生活,移动互联网",A轮,"['带薪年假', '通讯津贴', '午餐补助', '定期体检']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,15k-25k,0,3-5年,全职,本科,扁平管理 开放办公 五险一金 餐补,40.049249,116.295054,"['SQL', '数据运营', 'BI', '数据分析']"
6,数据分析主管（审核方向）,哔哩哔哩,2000人以上,"移动互联网,文娱丨内容",上市公司,"['带薪年假', '绩效奖金', '交通补助', '午餐补助']",运营|编辑|客服类,审核,数据审核,上海,杨浦区,9k-18k,15,3-5年,全职,本科,上市公司；五险一金；轻松氛围,31.308350,121.505825,"['数据审核', '内容审核', '数据分析']"
7,数据分析师,金山世游,2000人以上,游戏,上市公司,"['年底双薪', '绩效奖金', '年度旅游', '美女多']",产品|需求|项目类,产品经理,数据分析师,北京,海淀区,15k-22k,15,3-5年,全职,本科,发展空间大，团队实力强,40.047338,116.316186,"['游戏', '数据分析']"
8,金融量化数据分析实习生,富途,500-2000人,金融,上市公司,"['年底双薪', '腾讯系', '互联网金融', '年度体检']",开发|测试|运维类,数据开发,数据分析,深圳,南山区,3k-4k,0,在校/应届,实习,本科,腾讯系上市企业、bat团队、导师制,22.548245,113.943287,"['互联网金融', '数仓建模', 'SQLServer', 'Python']"
9,游戏数据分析师,阿里互动娱乐事业群,150-500人,"移动互联网,游戏",B轮,[],产品|需求|项目类,数据分析,数据分析,上海,徐汇区,12k-20k,0,在校/应届,全职,本科,平台大 业务高速发展,31.173886,121.403280,"['游戏行业', '数据分析']"
10,金杜理脉-实习法律数据分析师,理脉,15-50人,"移动互联网,数据服务",未融资,"['带薪年假', '岗位晋升', '管理规范', '五险一金']",产品|需求|项目类,数据分析,数据分析,北京,朝阳区,10k-15k,0,在校/应届,实习,本科,法律科技,39.918929,116.458782,"['大数据', '数据分析']"
11,APP数据分析师,赛博龙科技,15-50人,"移动互联网,其他",未融资,[],开发|测试|运维类,数据开发,数据分析,北京,朝阳区,15k-20k,13,3-5年,全职,本科,福利待遇好 领导nice 发展空间,40.000191,116.488413,"['日报周报', '数据分析', '数据挖掘']"
12,数据分析师,磐恒科技,15-50人,软件开发,不需要融资,[],产品|需求|项目类,产品经理,数据分析师,北京,朝阳区,15k-20k,13,3-5年,全职,本科,公司发展前景广阔,39.916105,116.436610,"['用户增长', '数据分析']"
13,数据分析（偏算法）,上海钢软,500-2000人,"移动互联网,电商",上市公司,"['专项奖金', '带薪年假', '绩效奖金', '定期体检']",开发|测试|运维类,数据开发,数据分析,上海,浦东新区,10k-15k,0,1-3年,全职,本科,发展前景好，团队实力强,31.211702,121.603372,"['物流', '电商', '数据分析']"
14,数据分析师（风控/反作弊）(J8KN1),乐我无限,500-2000人,"移动互联网,社交",B轮,"['带薪年假', '午餐补助', '专项奖金', '绩效奖金']",产品|需求|项目类,其他产品职位,其他产品职位,北京,朝阳区,20k-40k,15,3-5年,全职,本科,"六险一金, 用户过亿, 大牛带队",39.932032,116.536170,"['数据分析', '风控']"
0,车联网数据分析,ExceedData,15-50人,"数据服务,移动互联网",未融资,[],开发|测试|运维类,数据开发,数据挖掘,上海,杨浦区,15k-28k,13,不限,全职,本科,发展空间大、灵活办公,31.258926,121.513412,"['机器学习', '数学', '数据分析', '数据挖掘']"
1,高级数据分析师,小米集团,2000人以上,硬件,D轮及以上,"['快速成长', '免费班车', '扁平管理', '技能培训']",开发|测试|运维类,数据开发,数据分析,北京,海淀区,25k-40k,0,不限,全职,本科,七险一金 弹性工作 双休 年底奖金,40.045505,116.327961,"['算法', '数据分析', '数据挖掘']"
2,数据分析师（风控/反作弊）(J8KN1),乐我无限,500-2000人,"移动互联网,社交",B轮,"['带薪年假', '午餐补助', '专项奖金', '绩效奖金']",产品|需求|项目类,其他产品职位,其他产品职位,北京,朝阳区,20k-40k,15,3-5年,全职,本科,"六险一金, 用户过亿, 大牛带队",39.932032,116.536170,"['数据分析', '风控']"
3,高级数据分析师,懒人科技,50-150人,移动互联网,不需要融资,[],产品|需求|项目类,数据分析,数据分析,深圳,福田区,15k-25k,0,3-5年,全职,本科,朝阳行业 牛人聚集 领导nice 团队和谐,22.519548,114.066304,"['数据库', '新零售', '电商', 'SPSS', '数据分析', 'SQL']"
4,游戏数据分析师,广州游爱,500-2000人,"移动互联网,游戏",上市公司,"['年终分红', '绩效奖金', '专项奖金', '年底双薪']",产品|需求|项目类,数据分析,数据分析,广州,黄埔区,13k-26k,0,3-5年,全职,本科,五险一金 带薪年假 包三餐,23.171621,113.458786,"['SPSS', '数据运营', '数据分析', '游戏']"
5,数据分析师（数据挖掘方向）,路行通,500-2000人,"移动互联网,消费生活",不需要融资,"['年度旅游', '岗位晋升', '五险一金', '弹性工作']",开发|测试|运维类,数据开发,数据挖掘,成都,高新区,10k-20k,0,3-5年,全职,硕士,核心团队 自主研发 车联网,30.552538,104.068031,"['数据挖掘', '大数据', '数据分析', 'Python']"
6,数据分析专家（经理级）,路行通,500-2000人,"移动互联网,消费生活",不需要融资,"['年度旅游', '岗位晋升', '五险一金', '弹性工作']",市场|商务类,市场|营销,商业数据分析,成都,高新区,10k-15k,0,3-5年,全职,本科,车联网、高速发展平台,30.552538,104.068031,"['经营数据', '营销策略', '数据挖掘', '汽车', '数据分析']"
7,资深数据分析,保险师 · 微易信息科技,150-500人,"移动互联网,金融",B轮,"['节日礼物', '带薪年假', '年度旅游', '定期体检']",开发|测试|运维类,数据开发,数据分析,杭州,西湖区,18k-30k,0,5-10年,全职,本科,"五险一金,年度体检,带薪年假,员工旅游",29.993662,119.993591,['数据分析']
8,02325T-数据分析师（商业化）,平安人寿,2000人以上,金融,上市公司,"['绩效奖金', '带薪年假', '定期体检', '节日礼物']",开发|测试|运维类,数据开发,数据分析,深圳,福田区,15k-30k,0,5-10年,全职,本科,"五险一金,绩效奖金,带薪年假,定期体检",22.539332,114.069833,"['Hive', '数据分析', 'Python']"
9,02316O-数据分析专家（用户增长方向）,平安人寿,2000人以上,金融,上市公司,"['绩效奖金', '带薪年假', '定期体检', '节日礼物']",开发|测试|运维类,数据开发,数据分析,北京,海淀区,25k-50k,0,3-5年,全职,本科,"五险一金,绩效奖金,员工旅游,高温补贴",39.981125,116.315869,['数据分析']
10,大数据分析工程师（长沙）,华飞数据,150-500人,软件开发,未融资,[],开发|测试|运维类,后端开发,推荐算法,长沙,芙蓉区,9k-12k,14,1-3年,全职,本科,年终奖六险一金饭贴车贴绩效奖定期体检,28.194808,113.004635,"['eclipse', 'yarn', 'java', 'hive', '数据分析']"
11,数据分析专家,什么值得买,500-2000人,电子商务,上市公司,"['技能培训', '带薪年假', '各种主题趴', '海量产品体验']",产品|需求|项目类,高端产品职位,数据分析专家,北京,丰台区,18k-35k,0,3-5年,全职,本科,六险一金 年度旅游 技能培训 带薪年假,39.825481,116.300578,"['数据建模分析', '赋能', '电商', '大数据']"
12,数据分析岗,京东集团,2000人以上,电商,上市公司,"['五险一金', '带薪年假', '免费班车', '定期体检']",开发|测试|运维类,数据开发,数据开发,北京,大兴区,15k-30k,0,5-10年,全职,本科,绩效奖金，五险一金，免费班车，午餐补助,39.797041,116.513019,"['行业分析', '数据分析']"
13,数据分析专家,好未来,2000人以上,教育,上市公司,"['上市公司', '领军企业', '五险一金', '住福计划']",产品|需求|项目类,高端产品职位,数据分析专家,北京,海淀区,35k-65k,15,5-10年,全职,本科,平台,39.975037,116.304036,"['教育', '数据分析']"
14,体验数据分析,ETU,50-150人,"移动互联网,企业服务",不需要融资,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",产品|需求|项目类,数据分析,其他数据分析,上海,长宁区,10k-18k,13,1-3年,全职,硕士,年度旅游季度奖金 五险一金 全年13薪,31.205078,121.433260,"['SPSS', '数据库', '商业', '数据分析']"
0,金融数据分析师,储慧国际咨询,150-500人,金融,未融资,[],金融类,互联网金融,其他互联网金融职位,北京,朝阳区,8k-16k,0,不限,全职,不限,朝九晚五 五险一金 双休弹性工作,39.920432,116.454812,"['分析师', '数据分析']"
1,数据分析leader,映客,500-2000人,文娱丨内容,上市公司,"['年底双薪', '专项奖金', '股票期权', '带薪年假']",产品|需求|项目类,数据分析,数据分析,北京,朝阳区,28k-45k,0,5-10年,全职,本科,产品属于增量期，发展空间大,39.948574,116.601144,"['数据分析', '增长黑客']"
2,资深数据分析师,乐元素游戏,500-2000人,"移动互联网,游戏",不需要融资,"['技能培训', '领导好', '节日礼物']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,28k-48k,0,5-10年,全职,硕士,高福利 六险一金 扁平化,39.981536,116.305583,"['游戏', '数据分析']"
3,金融数据分析师/双休五险,储慧国际咨询,150-500人,金融,未融资,[],金融类,证券|基金|信托|期货,信托经理,北京,朝阳区,8k-16k,0,不限,全职,不限,弹性工作周末双休节日福利五险一金员工旅游,39.920065,116.454674,"['互联网', '数据分析']"
4,数据分析经理,作业帮,2000人以上,工具,D轮及以上,"['免费三餐', '技术氛围浓厚', '定期体检', '新鲜水果']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,20k-30k,0,5-10年,全职,本科,平台发展前景好，团队氛围好,40.042738,116.309874,"['商业', '数据分析']"
5,高级数据分析工程师,OPPO,2000人以上,硬件,不需要融资,"['丰厚年终', '扁平管理', '追求极致', '本分']",开发|测试|运维类,数据开发,数据分析,深圳,南山区,20k-40k,0,3-5年,全职,本科,亿级优质活跃用户，高并发高可用技术挑战,22.518785,113.943044,"['Hadoop', '金融']"
6,商业数据分析师,Aibee,150-500人,"移动互联网,企业服务",A轮,"['国际化团队', '计算机视觉', '语音识别', '自然语言理解']",开发|测试|运维类,数据开发,数据分析,北京,海淀区,20k-40k,0,3-5年,全职,本科,发展前景好/六险一金/午晚餐/技术大牛,40.068612,116.197522,"['新零售', '电商', '数据分析']"
7,BI数据分析,CLPS,500-2000人,"数据服务,金融",未融资,"['专项奖金', '带薪年假', '定期体检', '交通补助']",开发|测试|运维类,数据开发,BI工程师,广州,天河区,15k-20k,13,5-10年,全职,本科,项目稳定 待遇优厚 外企氛围好,23.133492,113.333093,"['DBA', 'ETL', '保险', '互联网金融', 'DB2', 'MySQL']"
8,资深/高级数据分析-B端策略分析方向,贝壳,2000人以上,房产家居,上市公司,"['股票期权', '带薪年假', '绩效奖金', '扁平管理']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,30k-40k,0,3-5年,全职,本科,年底四薪，三餐免费，班车，,40.040180,116.305611,"['可视化', '电商', '商业', '本地生活', 'BI']"
9,数据分析工程师,上海游盾,15-50人,移动互联网,不需要融资,"['带薪年假', '午餐补助', '扁平管理', '交通便利']",开发|测试|运维类,数据开发,数据分析,上海,普陀区,10k-20k,0,1-3年,全职,本科,"转正餐补,节日福利,年度旅游,五险一金",31.237934,121.415506,"['Spark', 'SQLServer', '大数据', 'Java']"
10,游戏客服（数据分析方向）,成都卓杭,150-500人,"移动互联网,游戏",不需要融资,"['带薪年假', '午餐补助', '绩效奖金', '周末双休']",运营|编辑|客服类,客服,其他客服,成都,高新区,6k-7k,0,不限,全职,大专,餐补、晋升、五险一金、下午茶、旅游福利,30.546195,104.068847,"['数据分析', '客服', '游戏客服', '客服管理']"
11,APP数据分析工程师,FOTILE方太,2000人以上,"移动互联网,电商",不需要融资,"['节日礼物', '培训发展', '年度旅游', '岗位晋升']",开发|测试|运维类,数据开发,数据分析,上海,徐汇区,12k-16k,14,3-5年,全职,本科,互联网产品 平台稳定,31.209415,121.450588,"['分类信息', '工具软件', '数仓建模', '数仓架构', '数据挖掘', 'Python']"
12,用户数据分析员,北鼎科技,150-500人,其他,上市公司,"['带薪年假', '定期体检', '年终奖金', '年度旅游']",产品|需求|项目类,产品经理,用户产品经理,深圳,南山区,15k-20k,13,3-5年,全职,本科,发展前景，团队氛围，双休,22.588175,113.999379,"['流程设计', '用户研究', '数据分析']"
13,资深数据分析师-数据方向,贝壳,2000人以上,房产家居,上市公司,"['股票期权', '带薪年假', '绩效奖金', '扁平管理']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,30k-45k,16,3-5年,全职,不限,年底四薪，三餐免费，内部机会多，年假多,40.047659,116.306882,"['数据库', '电商', '商业', '本地生活', '数据分析']"
14,产品经理（数据分析）,新明珠集团,2000人以上,"电商,房产家居",未融资,[],产品|需求|项目类,产品经理,产品经理,佛山,禅城区,13k-26k,0,3-5年,全职,本科,五险一金 餐补 话费补贴,22.957851,113.014427,"['竞品分析', '需求分析', '用户研究', '数据分析']"
0,用户数据分析员,北鼎科技,150-500人,其他,上市公司,"['带薪年假', '定期体检', '年终奖金', '年度旅游']",产品|需求|项目类,产品经理,用户产品经理,深圳,南山区,15k-20k,13,3-5年,全职,本科,发展前景，团队氛围，双休,22.588175,113.999379,"['流程设计', '用户研究', '数据分析']"
1,资深数据分析师-数据方向,贝壳,2000人以上,房产家居,上市公司,"['股票期权', '带薪年假', '绩效奖金', '扁平管理']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,30k-45k,16,3-5年,全职,不限,年底四薪，三餐免费，内部机会多，年假多,40.047659,116.306882,"['数据库', '电商', '商业', '本地生活', '数据分析']"
2,产品经理（数据分析）,新明珠集团,2000人以上,"电商,房产家居",未融资,[],产品|需求|项目类,产品经理,产品经理,佛山,禅城区,13k-26k,0,3-5年,全职,本科,五险一金 餐补 话费补贴,22.957851,113.014427,"['竞品分析', '需求分析', '用户研究', '数据分析']"
3,高级/资深数据分析师,尔湾科技,500-2000人,"移动互联网,教育",D轮及以上,"['绩效奖金', '弹性工作', '领导好', '技能培训']",开发|测试|运维类,数据开发,数据分析,北京,朝阳区,20k-35k,14,5-10年,全职,本科,平台增速快 收获大,40.021963,116.474814,"['sql', '数据分析', 'Python']"
4,产品经理（数据分析）,八爪鱼,50-150人,数据服务,A轮,"['重职业规划', '团队有趣高效', '大数据+AI', '加班调休']",产品|需求|项目类,产品经理,数据产品经理,深圳,南山区,15k-30k,0,3-5年,全职,本科,AI+大数据；氛围活跃；新技术,22.550771,113.942403,"['云计算', '产品设计', '数据分析', '需求分析', '大数据']"
5,高级数据分析师（互联网方向）,上海趣致,150-500人,"移动互联网,电商",C轮,"['带薪年假', '通讯津贴', '交通补助', '绩效奖金']",产品|需求|项目类,产品经理,数据分析师,上海,杨浦区,13k-18k,13,3-5年,全职,本科,五险一金 弹性工作 年终奖金 绿色办公,31.274428,121.550057,"['新零售', '移动互联网', '数据分析']"
6,商业数据分析师,驰骛科技ChiefClouds,50-150人,"数据服务,移动互联网",A轮,[],产品|需求|项目类,数据分析,数据分析,上海,徐汇区,15k-30k,13,3-5年,全职,本科,互联网氛围 年假多 不打卡 地铁周边 员工餐,31.172082,121.402129,"['广告营销', 'Phython', '大数据', '商业', '数据分析', 'SQL']"
7,数据分析(BI方向）,盈富斯,150-500人,电商,C轮,"['股票期权', '带薪年假', '五险一金', '弹性工作']",开发|测试|运维类,数据开发,数据分析,深圳,南山区,10k-15k,0,1-3年,全职,本科,国际化团队 知名风投 有大牛,22.556626,113.941234,"['电商', 'Python', '数据分析', 'MySQL']"
8,临床数据分析员,艾迪泰科,150-500人,其他,不需要融资,"['带薪年假', '弹性工作', '午餐补助', '六险一金']",化工|生物|制药|医护,生物|制药|医疗器械,临床数据分析员,北京,海淀区,7k-12k,13,不限,全职,本科,六险一金 节日福利 餐补 带薪年假,40.044532,116.299033,"['医疗健康', '移动互联网', '数据分析']"
9,数据分析师,51公积金管家,150-500人,移动互联网,B轮,"['技能培训', '股票期权', '带薪年假', '扁平管理']",产品|需求|项目类,产品经理,数据分析师,杭州,西湖区,10k-15k,0,1-3年,全职,本科,团队大牛，弹性工作制加班少，环境氛围好,30.291563,120.068048,"['金融', '数据分析']"
10,数据分析师（医学大数据）,广东顺德中山大学卡内基梅隆大学国际联合研究院,15-50人,"人工智能,区块链",不需要融资,[],开发|测试|运维类,人工智能,机器学习,广州,天河区,16k-18k,0,3-5年,全职,硕士,事业单位正式合同聘用,23.125473,113.319061,"['临床数据分析', '医疗健康', '深度学习', '大数据']"
11,高级数据分析师,敦煌网,500-2000人,电商,D轮及以上,"['带薪年假', '定期体检', '绩效奖金', '年终分红']",开发|测试|运维类,数据开发,数据分析,北京,海淀区,15k-25k,14,3-5年,全职,本科,学习机会,39.992318,116.338900,"['数据仓库', '电商']"
12,高级数据分析师（五险一金+双休+丰厚福利）,安徽省刀锋网络科技有限公司,500-2000人,"移动互联网,游戏",B轮,"['年底双薪', '专项奖金', '年终分红', '带薪年假']",开发|测试|运维类,数据开发,数据分析,郑州,中原区,10k-15k,0,3-5年,全职,本科,公司发展前景好，团队实力强,34.806744,113.607043,"['大数据', 'Python']"
13,高级数据分析师,金山办公软件,2000人以上,移动互联网,上市公司,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",产品|需求|项目类,数据分析,数据分析,北京,海淀区,15k-25k,0,3-5年,全职,本科,"六险一金,三餐免费,免费下午茶,各种团建",40.033279,116.337595,"['大数据', '商业', '数据分析']"
14,数据分析/数据产品-高星业务,美团,2000人以上,消费生活,上市公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",运营|编辑|客服类,运营,其他运营,北京,朝阳区,15k-30k,0,1-3年,全职,本科,发展空间大；扁平化管理,39.995197,116.466485,"['数据', '数据分析']"
0,SG闪购-数据分析（O2O新供给）,美团,2000人以上,消费生活,上市公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",产品|需求|项目类,数据分析,其他数据分析,北京,朝阳区,20k-40k,0,不限,全职,不限,平台大，机会多,40.008142,116.486622,['数据分析']
1,022440-数据分析岗,平安人寿,2000人以上,金融,上市公司,"['绩效奖金', '带薪年假', '定期体检', '节日礼物']",金融类,保险,其他保险职位,深圳,福田区,10k-20k,0,1年以下,全职,本科,"五险一金,带薪年假,节日福利,定期体检",22.533344,114.055755,"['金融', '保险']"
2,0231U6-数据分析岗,平安人寿,2000人以上,金融,上市公司,"['绩效奖金', '带薪年假', '定期体检', '节日礼物']",产品|需求|项目类,数据分析,数据分析,深圳,福田区,15k-20k,0,1-3年,全职,本科,"五险一金,绩效奖金,定期体检,节日福利",22.533181,114.055639,"['大数据', '金融', 'BI', '数据分析']"
3,数据分析师（销售业务方向）(J10124),阿芙精油,500-2000人,电商,C轮,"['美女多', '帅哥多', '免费班车', '扁平管理']",产品|需求|项目类,数据分析,数据分析,北京,朝阳区,15k-30k,13,1-3年,全职,本科,扁平 空间 成长 授权,39.988138,116.500284,"['电商', '商业', '数据分析']"
4,经营数据分析专家,谊品生鲜,2000人以上,消费生活,B轮,[],市场|商务类,市场|营销,商业数据分析,杭州,拱墅区,8k-15k,0,3-5年,全职,本科,双休，团队技术氛围好,30.323015,120.132296,['数据分析']
5,大数据分析,移动通信,2000人以上,"数据服务,通讯电子",不需要融资,[],开发|测试|运维类,数据开发,数据分析,北京,东城区,28k-50k,0,3-5年,全职,硕士,五险两金,39.937195,116.432457,"['移动互联网', '数据挖掘']"
6,数据分析师（产品运营）,点众科技,150-500人,"移动互联网,文娱丨内容",不需要融资,"['年底双薪', '股票期权', '专项奖金', '绩效奖金']",产品|需求|项目类,产品经理,数据分析师,北京,海淀区,14k-28k,14,3-5年,全职,本科,五险一金 免费下午茶,39.980092,116.368056,"['需求分析', '移动互联网', '产品策划', '数据分析']"
7,数据分析师（市场投放侧）,点众科技,150-500人,"移动互联网,文娱丨内容",不需要融资,"['年底双薪', '股票期权', '专项奖金', '绩效奖金']",产品|需求|项目类,产品经理,数据分析师,北京,海淀区,14k-28k,14,3-5年,全职,本科,五险一金 免费下午茶,39.980092,116.368056,"['需求分析', '广告营销', '产品策划', '数据分析']"
8,数据分析师,36氪,500-2000人,"移动互联网,电商",上市公司,"['帅哥多', '美女多', '岗位晋升', '五险一金']",开发|测试|运维类,数据开发,数据分析,北京,朝阳区,15k-25k,15,3-5年,全职,本科,上市公司 扁平化,39.932260,116.477087,"['数仓工程师', '大数据', '分类信息', '数据挖掘']"
9,数据分析师（产品方向）,鲸鱼外教培优,500-2000人,教育,B轮,"['交通补助', '绩效奖金', '带薪年假', '节日礼物']",产品|需求|项目类,产品经理,数据分析师,北京,朝阳区,15k-25k,13,3-5年,全职,本科,发展空间大，团队氛围好,39.988320,116.478810,['数据分析']
10,数据分析负责人,鲸鱼外教培优,500-2000人,教育,B轮,"['交通补助', '绩效奖金', '带薪年假', '节日礼物']",市场|商务类,市场|营销,商业数据分析,北京,朝阳区,25k-50k,13,5-10年,全职,本科,带薪年假、团队大牛、领导nice,39.975407,116.498253,"['教育', '数据分析']"
11,数据分析师,亿达信息,2000人以上,"企业服务,人工智能",上市公司,[],产品|需求|项目类,产品经理,数据分析师,深圳,南山区,9k-12k,13,3-5年,全职,本科,双休，年终奖，下午茶，入职即买六险一金,22.522611,113.939444,"['数据提取', 'sql', 'hive', '数据分析']"
12,BA数据分析实习生（可留用）,arvato China,2000人以上,"广告营销,数据服务",不需要融资,"['五险一金', '通讯津贴', '交通补助', '带薪年假']",产品|需求|项目类,数据分析,数据分析,上海,静安区,2k-3k,0,不限,兼职,本科,500强外资 CRM agcney,31.280903,121.441973,"['广告营销', '数据库', 'SPSS', '数据分析', 'SQL']"
13,数据分析师,亿达信息,2000人以上,"企业服务,人工智能",上市公司,[],产品|需求|项目类,产品经理,数据分析师,广州,海珠区,6k-8k,0,1-3年,全职,本科,六险一金,23.105685,113.321230,"['python', '数据提取', '数据分析', 'SQL']"
14,财务数据分析师,顺联动力,150-500人,"移动互联网,电商",不需要融资,"['年终分红', '绩效奖金', '定期体检', '年底双薪']",综合职能|高级管理,财务,财务风控,杭州,滨江区,10k-20k,0,3-5年,全职,本科,发展前景,30.211334,120.216493,"['财务', '分析', '电商', '风控', '资产/项目评估']"
0,财务数据分析师,顺联动力,150-500人,"移动互联网,电商",不需要融资,"['年终分红', '绩效奖金', '定期体检', '年底双薪']",综合职能|高级管理,财务,财务风控,杭州,滨江区,10k-20k,0,3-5年,全职,本科,发展前景,30.211334,120.216493,"['财务', '分析', '电商', '风控', '资产/项目评估']"
1,运营数据分析师,参数,15-50人,移动互联网,不需要融资,[],运营|编辑|客服类,运营,数据运营,广州,越秀区,7k-10k,0,1-3年,全职,本科,周末双休、五险一金,23.126712,113.297257,"['大数据', '云计算', '数据分析']"
2,财务数据分析师,Helens,2000人以上,"消费生活,文娱丨内容",不需要融资,"['带薪年假', '消费5折', '扁平管理', '美女多']",综合职能|高级管理,财务,财务分析师,深圳,南山区,30k-50k,0,3-5年,全职,本科,弹性工作，包食宿，别墅办公,22.486094,113.911537,"['数据分析', '分析']"
3,数据分析高级主管（客服中心方向）,全球购骑士特权,500-2000人,电商,A轮,"['交通补助', '带薪年假', '定期体检', '弹性工作']",开发|测试|运维类,数据开发,数据分析,广州,天河区,10k-12k,13,1-3年,全职,本科,业务发展迅猛 扁平化团队,23.147158,113.325949,"['数仓建模', '数据仓库', '电商', '数据挖掘', '数据库开发', '大数据']"
4,高级数据分析师（海外）,触宝,500-2000人,"移动互联网,数据服务",上市公司,"['美股上市', '行业独角兽', '年底双薪', '绩效奖金']",开发|测试|运维类,数据开发,数据分析,上海,闵行区,20k-40k,14,3-5年,全职,本科,上市公司/移动互联网,31.159507,121.354889,"['广告变现', '数据分析']"
5,风险数据分析师,融360,500-2000人,金融,上市公司,"['股票期权', '专项奖金', '通讯津贴', '带薪年假']",开发|测试|运维类,数据开发,数据挖掘,北京,海淀区,12k-20k,15,1-3年,全职,本科,六险一金、带薪年病假、周末双休、15薪,39.979691,116.312978,"['互联网金融', '数据分析']"
6,高级数据分析师,COGO开果,15-50人,文娱丨内容,天使轮,[],开发|测试|运维类,数据开发,数据分析,北京,朝阳区,15k-30k,0,3-5年,全职,本科,公司平台好 发展空间大,39.932996,116.454266,"['Hive', '数据分析']"
7,腾讯广告数据分析工程师（深圳）,腾讯,2000人以上,社交,上市公司,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",开发|测试|运维类,数据开发,数据分析,深圳,南山区,25k-35k,0,3-5年,全职,本科,大平台；发展前景；福利待遇,22.522641,113.934494,"['Linux', '数据分析', 'MySQL']"
8,数据应用工程师(偏数据分析+数据可视化),腾讯,2000人以上,社交,上市公司,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",开发|测试|运维类,数据开发,数据分析,深圳,南山区,28k-46k,0,3-5年,全职,本科,福利待遇、稳定性、学习成长性,22.522641,113.934494,"['Hive', '互联网金融', '数据仓库', '支付', '数据分析', '信息安全']"
9,数据分析师,一条视频,150-500人,电商,C轮,"['年底双薪', '带薪年假', '午餐补助', '定期体检']",产品|需求|项目类,产品经理,数据分析师,上海,徐汇区,15k-25k,13,3-5年,全职,本科,晋升空间 潜力大 有挑战性,31.169677,121.407124,"['电商', '数据分析']"
10,数据分析师（数据运营）,盛业资本,150-500人,"金融,数据服务",上市公司,[],产品|需求|项目类,数据分析,数据分析,深圳,福田区,10k-15k,15,1-3年,全职,本科,香港上市公司，福利齐全，团队氛围好,22.528466,114.061547,"['金融', '数据运营', '数据分析', 'SQL']"
